"B73_S1","B73_S2","B73_S3","B73_S4","Mo17_S1","Mo17_S2","Mo17_S3","Mo17_S4","H_S1","H_S2","H_S3","H_S4","acs_S1","acs_S2","acs_S3","acs_S4","Accession","Protein","B73_S34","Mo17_S34","H_S34","acs_S34","S1_HMP","S2_HMP","S34_HMP","S1_acs_B73","S2_acs_B73","S34_acs_B73","S1_B73_Mo17","S2_B73_Mo17","S34_B73_Mo17","cor_HMP_acs","cor_HMP_B73Mo17"
34297990.54,73011485.59,108219024.9,74614065.57,51623823.4,148269689.3,136622076.9,172976983.2,28739017.32,132648228.6,138801196.3,185264745.6,21489343.34,81716422.48,100437878.1,137238949.3,"Zm00001d022510_T016","4-alpha-glucanotransferase DPE2",182833090.47,309599060.1,324065941.9,237676827.4,-0.580013718901787,0.261724688181425,0.396362449347693,-0.674502655538131,0.162502609475831,0.378474049248243,-0.589912941421437,-1.02202835815107,-0.759873888137703,0.995825368120461,-0.713833842962774
47097696.18,67919282.34,72925390.84,46884459.65,92298810.86,173936867.2,116860333.4,129755759.7,52543897.64,149366083.6,105099981.8,134838433.5,33836366.68,86034508.74,70630698.06,71054688.32,"Zm00001d038262_T001","Patellin-1",119809850.49,246616093.1,239938415.3,141685386.38,-0.407599284146244,0.304703373220269,0.389142506220176,-0.477081829607564,0.34109423095861,0.241944436368667,-0.970655569872482,-1.35667063485505,-1.04152041878652,0.964656478536422,-0.559950964967967
14537392.78,29900616.44,43355118.01,27712252.93,21365529.71,57683802.34,52073780.58,62277536.08,12116310.54,52071001.91,51859357.42,70359812.81,8966046.043,35150680.26,41218059.75,51443357.9,"Zm00001d044903_T026","Kinesin-like protein KCA2",71067370.94,114351316.66,122219170.23,92661417.65,-0.567150824017489,0.24980592822124,0.398683936737711,-0.697224738056092,0.233377381828953,0.382781425334671,-0.555516534629828,-0.947991038002212,-0.686213742807793,0.999893374524493,-0.644182718517403
20000068.12,42738677.95,57914532.3,38395688.9,30138708.88,73667440.18,64326201.66,73015440.15,16526468.1,69039542.48,69755154.82,87758559.15,11233654.68,47731452.49,52800181.6,59221702.77,"Zm00001d039598_T001","MAR-binding filament-like protein 1",96310221.2,137341641.81,157513713.97,112021884.37,-0.601148369227293,0.246327922912309,0.431116902180832,-0.832177553218898,0.15939795761653,0.218019780338965,-0.591612700459938,-0.785484830948806,-0.512008293622495,0.987597690794149,0.0119117590467246
22380918.33,33831199.89,40969572.14,26842262.95,18473199.51,35666892.7,29906499.44,37971216.13,19030793.17,56241494.06,47807351,60996605.27,13646228.18,34960326.56,33048054.7,38867795.9,"Zm00001d014294_T005","Acetyl-CoA carboxylase 1",67811835.09,67877715.57,108803956.27,71915850.6,-0.102145808494544,0.694661537343426,0.681421391747391,-0.713766988877218,0.0473643148792444,0.0847726960794637,0.276835474962455,-0.0762311876203592,-0.00140092510872852,0.997368723020315,-0.986734978651642
23025615.72,55855570.49,88852039.59,63400477.32,34214389.02,109221360.1,101592573.3,137758723,20167275.78,103268443.2,113310091.2,167793613.7,12217547.95,56923834.43,79440551.06,119166358.7,"Zm00001d042842_T006"," starch phoshorylase2",152252516.91,239351296.3,281103704.9,198606909.76,-0.505007575411692,0.323260943889199,0.521707655189261,-0.914284968723822,0.0273316778818036,0.383449738994266,-0.571363449380197,-0.967481954141046,-0.652663541810229,0.99181461771144,-0.477656814763378
96076801.59,225158070.1,370446835.2,239498251.4,102472164.8,307479650,294614720.4,410633681,72077272.19,373745618.7,464554168.4,720111071.9,45107471.97,214917261.7,293589643.9,422056145.8,"Zm00001d009877_T001","Protein plastid transcriptionally active 16 chloroplastic",609945086.6,705248401.4,1184665240.3,715645789.7,-0.461878532882528,0.488902066859745,0.849204382761979,-1.09082169126211,-0.0671568259481616,0.230566336795559,-0.0929720445981252,-0.449552743794297,-0.209452128046457,0.997806125667523,-0.484319394682933
357407442.6,1046417366,1923138102,1340581506,555031360,2446262575,2382085932,3384473864,210749485.6,1805813106,2288095790,3717502239,181336965.6,1261622423,1935584332,2973474170,"Zm00001d000316_T001","NADP-dependent malic enzyme%2C chloroplastic  ",3263719608,5766559796,6005598029,4909058502,-1.1141986905402,0.048314143299721,0.411537288101629,-0.978896628241812,0.269821818057215,0.588929241506546,-0.6349996107667,-1.22512087839562,-0.82119377693843,0.998941890366411,-0.518964907939968
59208243.52,140443551.3,249098982.4,166280266.1,84603638.06,283012808.3,299245764.4,402839973.5,40114423.05,215546831.2,287078491.8,434657878.9,27943646.42,134662374,205918223.3,290182468.5,"Zm00001d033910_T003"," ADP glucose pyrophosphorylase large subunit leaf1",415379248.5,702085737.9,721736370.7,496100691.8,-0.84198992178083,0.0257880567877529,0.369314235854038,-1.08327776212958,-0.0606435784020497,0.256203825152844,-0.514921647128557,-1.01087696429471,-0.757218077660202,0.998615705170489,-0.648448736227212
29773922.7,72049354.36,103995883.5,69114856.43,60295119.57,193209721.6,172784723.2,205478248.2,22107572.04,126722544.3,132620117.8,180143654.9,19467782.05,90529508.03,102116864.5,128710394.6,"Zm00001d007092_T001","elongation factor Ts family protein",173110739.93,378262971.4,312763772.7,230827259.1,-1.02649073079272,-0.0657289076011807,0.182042932089103,-0.61296078023383,0.329402611940078,0.415118372886893,-1.01799192321628,-1.4231102796236,-1.1276943227665,0.985700546826944,-0.519595253068946
4939408.764,10400650.44,15844221.16,11862626.25,9779026.111,26510085.9,24345051.1,29734197.56,4888198.207,22387822.24,22483377.46,30453058.36,3225703.154,12454065.2,15612199.81,20664937.72,"Zm00001d019501_T004","Tetratricopeptide repeat (TPR)-like superfamily protein",27706847.41,54079248.66,52936435.82,36277137.53,-0.590249576676963,0.278673679352754,0.372405461594539,-0.614724684535192,0.259942982177969,0.388818058758099,-0.985352430125816,-1.34986758992107,-0.964832543089912,0.999160350140407,-0.343616319054656
53070663.4,274239798,824611863.8,961015812,89295703.56,575779383.9,901507781.4,1869533836,26939768.38,465099295.5,961038410.5,2199584685,9989395.457,214982253.9,613821863.3,1293826262,"Zm00001d051194_T001","Arginine decarboxylase  ",1785627675.8,2771041617.4,3160623095.5,1907648125.3,-1.40179900802147,0.130043356473163,0.47222933532481,-2.40944530693905,-0.351220377049407,0.0953637909023846,-0.750676179108044,-1.07007818142972,-0.633997085292177,0.99934987697377,0.0567380616387452
10318117.11,17395692.19,23002990.21,16519280.7,16319296.91,31937859.66,28751432.82,36450045.96,9750928.987,29669559.73,28976667.08,36904960.95,5853524,17218821.74,19477041.12,23177584.1,"Zm00001d051600_T010","Protein CROWDED NUCLEI 1",39522270.91,65201478.78,65881628.03,42654625.22,-0.449842452851822,0.266414358391831,0.331359451901604,-0.817802388415885,-0.0147436617143239,0.110036342390291,-0.661399176314318,-0.876537546467776,-0.722238840269817,0.997667859598608,-0.661023750821301
2873212.615,4107210.809,4922914.538,3689722.828,5473318.579,8802616.925,6459113.962,7838099.112,2870344.377,7448215.401,6332820.651,7456042.835,1970639.882,4527748.707,5003454.431,5471394.664,"Zm00001d021469_T001","Glutathione S-transferase F9",8612637.366,14297213.074,13788863.486,10474849.095,-0.539952901864002,0.206496951326859,0.267535510596715,-0.544000594897824,0.140634892087757,0.28240246684743,-0.929751077357171,-1.09977348771735,-0.731206959699576,0.993097815201312,0.167910158599731
7011437.658,14459665.05,24324671.5,17848736.77,10826679.68,30221477.44,34323129.78,52274505.69,6820507.198,29549502.55,35800976.29,55612107.16,3981358.971,14374611.23,20880029.16,30663692.47,"Zm00001d043662_T001","Alpha-amylase 3 chloroplastic",42173408.27,86597635.47,91413083.45,51543721.63,-0.387012426606128,0.403467767826244,0.505664353633567,-0.816449336603518,-0.00851119542752922,0.289463089772801,-0.626808669252297,-1.06354005792719,-1.03799401439079,0.977463942767118,-0.983370409376399
34655596.07,80465728.04,123338657.1,84278545.17,43629563.22,143656948.4,140180007.9,186848845.7,26037842.06,128066512.6,155658513.6,218140482.7,18835397.61,92287301.06,126271106,169217250.4,"Zm00001d003817_T001","Starch branching enzyme IIa  ",207617202.27,327028853.6,373798996.3,295488356.4,-0.588128951069587,0.192604656455965,0.483678574639056,-0.879641844256613,0.197757702020499,0.509175298538995,-0.332217698065696,-0.836181428298255,-0.655491945470117,0.999268188858553,-0.784999047062058
281689285.9,753287798.5,1256622319,842636435.5,591711344.2,2296085499,2206986121,2929661666,202870626.9,1627376416,1953398610,2952946098,147147884,1016809909,1454275312,2028295233,"Zm00001d045451_T001"," transketolase 1",2099258754.5,5136647787,4906344708,3482570545,-1.10608357569985,0.0940352156933956,0.43947482342246,-0.936837895263471,0.432776928505113,0.730272573113933,-1.07078886287862,-1.60790329809011,-1.29094714933713,0.99838580801197,-0.623060206154923
222908738.7,520261869.7,750073711.7,485177810.4,444077175.2,1264371768,1149966024,1381374011,189988882.1,1072901277,1054896381,1454724183,168755470,695393572.5,799142679.1,1108511652,"Zm00001d053675_T001"," lipoxygenase10",1235251522.1,2531340035,2509620564,1907654331.1,-0.811741296995826,0.265889394692516,0.414209657557642,-0.401518909638286,0.418591757127487,0.626994943717912,-0.994357245440238,-1.28111084662717,-1.03509648424177,0.995281046387142,-0.485876218188819
30654100.71,54442552.9,75853067.58,62395812.91,45248075.78,105279111,91540003.54,138407394.8,26201738.39,90301031.44,98853842.74,159666112.1,19615014.65,65746959.58,81470916,121772713.5,"Zm00001d007383_T001","Probable alpha-mannosidase ",138248880.49,229947398.34,258519954.84,203243629.5,-0.534478722916392,0.177254365287482,0.489800598522493,-0.644121668432328,0.272189460822928,0.555942335080762,-0.561776360077284,-0.951412587941032,-0.734036077068051,0.997182890851053,-0.58870282463735
52428622.78,124406489.3,211522430.2,157708345.4,90491546.22,286457096.8,271063695,383174152.2,48091526.27,269053678.3,296040903.9,458963225.3,23897717.39,133840480.3,182627375.5,272667640.6,"Zm00001d018370_T003","Leucine aminopeptidase 2 chloroplastic",369230775.6,654237847.2,755004129.2,455295016.1,-0.571354906450149,0.38923455696229,0.561089566509512,-1.13348182436129,0.105452786363224,0.3022788594742,-0.787428372015129,-1.20325733871233,-0.825292413263185,0.99999071548321,-0.408639822017818
67897387.14,131967286.3,187639227,125058018.3,97883050.03,238298038.8,207609261.5,282197270.6,63199131.57,238031244.5,235173907.4,345066069,42872330.8,155470775.5,173360868,233054172.3,"Zm00001d046336_T002"," vacuolar proton pump2",312697245.3,489806532.1,580239976.4,406415040.3,-0.391297133103193,0.362591508069474,0.532141512298607,-0.663309204109837,0.236463075716225,0.378187283336998,-0.527702999357294,-0.852586737524667,-0.647445504002908,0.998514699057014,-0.644510217183174
44609447.12,97476371.73,166869896.2,118067178.6,57770610.75,191861067.2,183389187.3,241560558.9,29030209.33,148162458.8,177761720.9,274413419.1,25400696.79,117412977.1,155786920.7,231528583.2,"Zm00001d023437_T001"," glycine decarboxylase1",284937074.8,424949746.2,452175140,387315503.9,-0.818307846872154,0.0344269324321434,0.349292646240121,-0.812481194324883,0.268467414395174,0.442865901123021,-0.372986479141449,-0.97693752979402,-0.576648889575454,0.985593242449644,-0.530485386015754
60842559.96,139034537.7,197942338.9,160080389.5,122432425.6,357235351,368427055.8,507098974.2,46057437.59,243934431.9,309624743.3,461359324.3,31716006.55,159915100.9,193917876.1,261630560.3,"Zm00001d036371_T001","ATP-dependent zinc metalloprotease FTSH 5 chloroplastic",358022728.4,875526030,770984067.6,455548436.4,-0.99250383787461,-0.0246315092123856,0.32195821016499,-0.939869727194425,0.201862871301261,0.347553280226158,-1.00883293795304,-1.36143154384622,-1.29009889444719,0.978459730336663,-0.861323478302955
43811987.63,113130568.8,185522886.4,138263519.4,56824512.92,184931990.3,188252919.5,228431768.9,34455601.25,192161623.8,233367571.3,312566447.1,25734632.65,152863278.2,224298550.6,299423383.1,"Zm00001d034935_T007","Expressed protein;  protein",323786405.8,416684688.4,545934018.4,523721933.7,-0.546343223336548,0.366705083560157,0.560283179451261,-0.767614478386288,0.434253064896235,0.69375861150474,-0.375187745542949,-0.709005999739787,-0.363913672143838,0.999672399792196,-0.262182632431751
94447154.42,240556022,427176935.7,288596253.6,238247571.3,783387112.1,767068278.3,982831098,62973401.34,470583841,562592042.9,832527131.3,43166246.05,248261068.3,357895000.6,520382242.3,"Zm00001d028471_T001"," phosphoenolpyruvate carboxykinase1",715773189.3,1749899376.3,1395119174.2,878277242.9,-1.40138449716591,-0.121611908796577,0.17840713894906,-1.12960369622253,0.0454851234834188,0.295173916700872,-1.33488227164919,-1.70335247815034,-1.28969755489569,0.999515836220273,-0.132364646923883
7639671.973,13886858.56,19674796.59,14941462.88,14428664.51,33440849.25,30805583.25,40396981.5,7934583.108,28316757.47,28866059.73,41463103.84,4913754.898,15876444.17,18928762.24,24805392.64,"Zm00001d039518_T001"," eukaryotic initiation factor3",34616259.47,71202564.75,70329163.57,43734154.88,-0.475751553655209,0.258971022263876,0.410598671646876,-0.636684797420394,0.193167555368727,0.337310575628656,-0.917355173621447,-1.26789121152585,-1.040479368891,0.999700284115463,-0.644615915439984
9130136.801,18674456.9,28622980.63,19129373.36,10533127.28,24338276.14,23181579.4,28049357.1,6281907.143,23621833.89,26123292.26,34523233.38,6647339.003,26057999.51,33092208.47,40306769.29,"Zm00001d034074_T024"," starch phosphorylase1",47752353.99,51230936.5,60646525.64,73398977.76,-0.646228304569718,0.135357169852732,0.293239995259015,-0.457859546159902,0.480660045059063,0.620188116857408,-0.206225453326995,-0.382160700334163,-0.101443410763378,0.999092253580153,0.087934704089388
24423347.31,54854527.98,90614244.66,65621118.13,37327918.36,121885923.5,126071246.1,180638299.8,17902288.25,95507380.5,124068337.9,197906221.2,11968710.64,61047188.8,77347787.04,120041677.6,"Zm00001d027769_T001","Glutathione reductase chloroplastic",156235362.79,306709545.9,321974559.1,197389464.64,-0.78632470394806,0.112051854768899,0.476106177643429,-1.0289931979278,0.154314148032724,0.33732395576328,-0.611994116552974,-1.15184890171452,-0.97315203469222,0.979248892565993,-0.780718116975205
8694130.988,19823363.73,30261277.72,22352576.82,21129375.13,57827083.45,57170072.68,69280992.67,7752653.798,38218387.09,44543064.49,64514801.03,5368746.935,23256300.85,29192821.57,39613549.2,"Zm00001d040686_T001","Protein translocase subunit SECA1 chloroplastic",52613854.54,126451065.35,109057865.52,68806370.77,-0.943687727465982,-0.0227273386328771,0.284611093790172,-0.695456429170558,0.230419852624943,0.38709940286951,-1.28113636542828,-1.5445435534195,-1.26506453951563,0.988758433047197,-0.131980270267997
304904683.2,809390643,1420926943,976446569,554388432.7,2087044237,2022740464,2970691869,205322990.9,1564627536,2000435761,3393245955,149876457.3,989833065.8,1404774508,2086299690,"Zm00001d038579_T001","Phosphoglycerate kinase  ",2397373512,4993432333,5393681716,3491074198,-1.06525515582283,0.111541030870687,0.545538714937185,-1.024584528146,0.290349066101915,0.542216320611077,-0.862538846324771,-1.36655310432307,-1.0585771219705,0.987362960026753,-0.543473563822644
176651881.8,1000240740,2233894526,1826660910,510621414.9,1998614507,2096456126,3721662613,215709788.9,1736422887,2061854340,3538150441,83915714.95,768021608.6,1604722814,3136452507,"Zm00001d004344_T001","Natterin-4",4060555436,5818118739,5600004781,4741175321,-0.671792258598046,0.211706457499571,0.181110629358576,-1.07389620224012,-0.381128465163385,0.223567658039359,-1.53134492630696,-0.998652959122258,-0.51887565541943,0.794183371572706,0.805364943656468
93015818.65,130820991.7,141386765.9,71452895.76,299303872.6,608348245.4,417317460.7,436797728.3,126160765.8,357117203.5,235319265,255625709.2,79465288.24,231186789.8,195476873.7,179581825.3,"Zm00001d024281_T001"," polyamine oxidase1",212839661.66,854115189,490944974.2,375058699,-0.636766426287351,-0.0495070806974632,-0.119865888830628,-0.227151282896589,0.821464907370882,0.81734938869355,-1.68606295273155,-2.21730336642686,-2.00466363467174,0.991926144505465,-0.974187451880367
430164645.5,1148972430,2021298134,1334572558,719457416,2868963121,2914398585,4132173716,344366096,2179177381,2934837600,4754741563,229713535.5,1426256342,1980881853,3030130232,"Zm00001d003429_T001","Glyceraldehyde-3-phosphate dehydrogenase A%2C chloroplastic  ",3355870692,7046572301,7689579163,5011012085,-0.739144636146907,0.117329210979348,0.564054167113018,-0.905053089282188,0.311889121203258,0.578414890003234,-0.742020340761982,-1.32018524272446,-1.07023452376028,0.978595997099329,-0.657377120683864
7928157.603,15578872.12,21096442.01,15142691.05,12818932.69,33666813.91,29214968.9,37142285.74,6650755.136,26073877.34,27395250.61,37666494.46,4718080.562,17682980.57,20256131.71,25574300.06,"Zm00001d035812_T003","Translocase of chloroplast 159 chloroplastic",36239133.06,66357254.64,65061745.07,45830431.77,-0.641318957071866,0.08260778750912,0.342901487401948,-0.748785588948099,0.182770681060294,0.338757434900473,-0.693218600427343,-1.11173640797992,-0.872705757194789,0.988692665113539,-0.622773176867319
243836727.6,675532288.1,1327431081,887112512.8,428852883.6,1734770300,2028131326,2712510784,170604662.8,1213232198,1771509415,2837289692,148085497.6,903388877.4,1456643438,2199738811,"Zm00001d027488_T001"," glyceraldehyde phosphate dehydrogenase B1",2214543593.8,4740642110,4608799107,3656382249,-0.979283900300693,0.0096414183130956,0.406301848083265,-0.719485085802078,0.419322424284546,0.723407504594633,-0.814567374932484,-1.36064801684691,-1.09807308508021,0.995074030949461,-0.664498063143999
11913878.34,23753293.09,33710797.46,22585479.69,21868560.04,52815615.99,46596280.96,51187295.32,10185053.65,41962741.03,42120108.34,53677535.79,7728482.741,30073450.28,34970360.42,40805833.21,"Zm00001d004125_T001"," acetyl-CoA carboxylase2",56296277.15,97783576.28,95797644.13,75776193.63,-0.72981988431852,0.132350216075837,0.314383846621411,-0.62438601545504,0.340362857049603,0.42870515196422,-0.876215095615731,-1.15283701570519,-0.796552649984159,0.993212126571596,-0.0642609997540708
89130928.89,193914802.3,286718298.8,207726280.5,160618162.5,425678431.3,403987313.1,549555078.8,82828786.22,367680471.5,392084205.8,556044158.1,50189064.2,214914929.6,254153083.9,350162615.7,"Zm00001d015376_T001","Phosphoglycerate kinase  ",494444579.3,953542391.9,948128363.9,604315699.6,-0.592275276830741,0.247131164202503,0.389105677777331,-0.828553094630368,0.148342772258322,0.289493599488773,-0.84963699389567,-1.13434105767092,-0.947488255252544,0.999849126010383,-0.654943887699662
26593662.28,32748142.43,36367629.05,25784272.41,33419148.22,45332199.7,34449434.99,41962681.5,23671215.13,55618332.73,44563083.24,53821429.18,17670523.06,44861792.44,44327335.84,46952802.45,"Zm00001d023903_T001","OSJNBb0028M18.1 protein",62151901.46,76412116.49,98384512.42,91280138.29,-0.342136728472814,0.510601123212646,0.505950461402249,-0.589737722716414,0.454074188933593,0.554502447910079,-0.329592494736283,-0.46912309316033,-0.298002891756943,0.992916508369596,-0.33940273521996
7714878.822,18398627.62,28007657.31,19283856.2,11939922.94,34628506.01,33140708.64,41163775.76,6315488.503,30549329.26,34239354.61,48464323.28,4367998.695,21101394.54,27229433.84,36025476.36,"Zm00001d007905_T001","Valine--tRNA ligase chloroplastic/mitochondrial 2",47291513.51,74304484.4,82703677.89,63254910.2,-0.637915576942687,0.204409938605688,0.443927647456245,-0.820671071255735,0.197740188695189,0.419596159898979,-0.630078123909595,-0.91236198856542,-0.651867968136915,0.998937014808605,-0.308928621541664
58153680.86,141443508.2,256071917.4,152551065.7,103964422.9,482839718.4,484632719.4,699480543.6,28504711.29,287289760.7,399464646.5,715690674.8,28625431.88,187516506.1,266370152.9,389355084.6,"Zm00001d018386_T005","Aspartate aminotransferase chloroplastic",408622983.1,1184113263,1115155321.3,655725237.5,-1.50777291156644,-0.119694128954567,0.48573728663503,-1.02257305081349,0.406791630905031,0.68232107117079,-0.838147500343751,-1.7713183938698,-1.53496482827201,0.973357967457497,-0.789702137126031
52514883.33,136742397.6,226557930.2,156031781.9,72469184.57,275654068.1,269033837.2,373773730.3,32348715.31,222752215.8,274945265,446618537.6,21672637.63,130086315.3,198471919.5,299385261.7,"Zm00001d032385_T001"," ADP glucose pyrophosphorylase small subunit leaf1",382589712.1,642807567.5,721563802.6,497857181.2,-0.949963878290556,0.111407814203711,0.493015897067447,-1.27685161255614,-0.0719914237009497,0.379933860133993,-0.464641303756105,-1.01139826642628,-0.748588833448136,0.999559396015232,-0.682924568975273
14563740.13,24404456.85,30705335.08,23239508.41,24746541.01,47171275.76,40020725.35,49956109.41,13298130.22,41739556.59,37599598.29,47663941.67,7617643.556,23311614.07,26116513.27,30798741.6,"Zm00001d033204_T001"," methyl binding domain115",53944843.49,89976834.76,85263539.96,56915254.87,-0.563683271451902,0.221944742523696,0.244716944413892,-0.934964215053191,-0.0660957446966055,0.0773303255658584,-0.764845980915699,-0.950763976267976,-0.738068554963744,0.989465038897058,-0.359292422521057
58280073.06,101600379.9,134688915.1,82170058.76,113413883.8,249647640.5,207075229.2,250774151.3,68323180.97,257188773.8,215251188.2,273937246,46807018.39,158183406.5,163801630.6,198693215.9,"Zm00001d031128_T004","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 1",216858973.86,457849380.5,489188434.2,362494846.5,-0.329392211268541,0.550337576440154,0.536126269215394,-0.316277817756164,0.638692471898241,0.741203340108251,-0.960522670568849,-1.29698747477176,-1.07811592577151,0.990131634169482,-0.798080847007571
10349032.11,18766974.05,25643169.52,18879913.45,23349771.37,46010429.86,41409428.89,67205342.02,11136375.71,37153799.56,37326679.04,58464431.36,7553524.191,24246512.68,28182846.68,41509087.75,"Zm00001d034388_T010"," aldehyde oxidase4",44523082.97,108614770.91,95791110.4,69691934.43,-0.597417577952105,0.198019106283837,0.323132738199705,-0.454274032427394,0.369581211111828,0.646438205566875,-1.17391257738146,-1.29376488351147,-1.28659491405846,0.987081963058849,-0.976559542094958
41810935.03,100164769,157995073.3,106287321.2,65854803.94,222650195.5,221241575.1,280234531.3,28580673.42,178344828.2,207751146.8,309232063.3,21254208.38,111006256.4,146710826.7,203217795.2,"Zm00001d024009_T001","Chaperone protein ClpC1 chloroplastic",264282394.5,501476106.4,516983210.1,349928621.9,-0.913447418502017,0.143961921735975,0.433227949675424,-0.976131780822964,0.148265832328296,0.404980351277263,-0.655408378096335,-1.15240372058586,-0.924100641793725,0.999285489705503,-0.749216901348859
208366946.3,537012023.7,814473181.2,504665184,320280247.2,1252264977,1190393102,1797506379,175426682.4,1096116792,1390819609,2072186805,80833419.54,563113481.8,687350142.6,860568054.8,"ZemaCp036.1","petA",1319138365.2,2987899481,3463006414,1547918197.4,-0.59143702489312,0.293024776141572,0.68532905893882,-1.36610265275263,0.068471301117936,0.230733333950356,-0.620208386893348,-1.22151357059997,-1.17953571609683,0.964724632256813,-0.893524639629314
